,CPC,CPM,CTR,CPV
0,0.0337657852140077,0.8487516676121359,0.0251364409929383,0.0
1,0.7076029455782313,7.545711498005078,0.0106637649619151,0.0
2,0.0782404315983417,0.7615946456113921,0.0097340291976039,0.0
3,0.0293639553448539,1.0045616226934326,0.0342107052982384,0.0
4,0.0325270772134332,1.06973720231847,0.0328875907078636,0.0
5,0.3007204359780047,1.1877406168652869,0.0039496504885094,0.0
6,0.289796743902439,1.1715694165981922,0.0040427280197206,3.394761857142857
7,0.2011938618988902,1.7057100355425463,0.0084779427137779,0.0
8,0.0474169685165421,0.6795168484765062,0.0143306683184406,0.0605103159686755
9,0.0913954771097628,0.5472150485789581,0.0059873318230153,0.022742245402141
10,0.072164391069397,0.6402521316083644,0.008872133778454,0.0095015727606351
11,0.0133239720831728,0.9116378857236952,0.0684208793018277,0.00458233477901
12,0.0907171345086516,4.392036528309045,0.0484146302911516,0.0205781369325335
13,0.0736714929056138,1.420985189827228,0.0192881280639685,0.027744479981414
14,0.0311885294433987,0.692482587955749,0.022203117630553,0.0590280615776081
15,0.1001520086862106,0.8543826011244801,0.0085308583655208,0.0291345546430827
16,0.0895212305025996,1.2023684823091247,0.0134310986964618,0.0319047251389746
17,0.8076271856677525,32.233690327613104,0.0399115964638585,0.0
18,0.0521105855035512,3.606584801734352,0.069210214525196,1.2661027654867256
19,0.4326248048780488,15.34498043521661,0.0354694882544752,0.1405173802559415
20,0.0475112982746395,0.6874604254300468,0.0144694093909237,11.167794611111113
21,0.5986410201465201,151.32314675925926,0.2527777777777777,0.0
22,0.892156735411381,134.88193506493508,0.1511863663762398,0.0
23,1.0775306120826709,420.8424433405775,0.3905619372865569,0.0
24,2.076668158357771,467.781905978201,0.2252559726962457,0.0
25,0.0434664835526315,1.2792923806757674,0.0294316971633265,0.0
26,0.6276379236947791,8.853492125538184,0.0141060503059143,0.0
27,0.0254509378993789,0.4479065794037846,0.0175988241052096,0.0
28,0.108431071785552,3.1104262980919613,0.0286857470545302,0.0
29,0.0682769945863644,2.216247480821293,0.0324596519552121,0.0
30,0.35345605,1.1890527032063842,0.0033640751182682,0.0938567664453832
31,0.2382926829268292,1.608760085624897,0.0067511938086612,0.0
32,0.1863373016467066,1.69148933929445,0.0090775669946186,1.517967286585366
33,0.055107584150098,1.807594361979645,0.0328011904324503,0.004607566916413
34,0.139407662518666,0.6716355129653211,0.0048177804636484,0.0255795044296282
35,0.0554699840705634,0.6916720274600444,0.0124693027959079,0.0082169741214555
36,0.0148667676908253,0.943676411228671,0.0634755604482226,0.012660267754581
37,0.1101568660644147,5.674788171259763,0.0515155194043138,0.0283607423399737
38,0.091223233613874,1.3408593487005125,0.0146986605887711,0.0934394720480668
39,0.0260023746513789,1.018317033507146,0.0391624629350204,0.0272051214741165
40,0.1873312775537634,1.0319792270585055,0.0055088463631618,0.0871635212632895
41,0.7581552790697675,64.44641033606327,0.0850042360914995,0.0
42,0.0347329361202442,1.668933117568995,0.0480504473273208,0.0
43,0.3896403233009708,18.880764631162965,0.0484569062852841,0.0
44,0.0254653992236488,0.2457362395135043,0.0096498090352063,0.0
45,0.6261752987092809,162.92774844074842,0.2601951063489525,0.0
46,0.9715548611793612,136.7850660709138,0.1407898529835687,0.0
47,2.004451178719484,693.93454138096,0.3461967788231542,0.0
48,1.53491527424212,348.9144295819642,0.2273183643665571,0.0
49,0.0543835967379077,1.6471736538166704,0.0302880602354223,0.0
50,0.7413194388185653,9.61225008206587,0.0129664077032498,0.0
51,0.0158768838674548,0.4609613368593876,0.0290334892355222,0.0
52,0.017945233331006,0.6696111674121855,0.0373141521796331,0.0
53,0.0839599995826377,2.564219637485341,0.0305409677254881,0.0
54,0.3784124162257495,1.5407472514846652,0.0040716086085439,0.141904656084656
55,0.2258823529411764,1.4917255846476576,0.0066039934737005,0.0
56,0.2392605464015151,1.7733079050246,0.0074116185543132,1.3023666855670102
57,0.0550823113623827,2.512560521813516,0.0456146530468474,0.0044801251878602
58,0.1261484075382803,0.7882360586724368,0.006248482038374,0.0191797990687679
